State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles , Service Area Pop ,Primary UZA UACE Code,UZA Name,Tribal Area Name, Population , Density , Sq Miles , VOMS DO , VOMS PT , Total VOMS , Volunteer Drivers , Personal Vehicles ,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
A0011,55659,,ANGELS' PLACE,,,Reduced Asset Reporter,Asset,Corporation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,29299 Franklin Rd,STE 2,,Southfield,MI,48034,8102,5,www.angelsplace.com,,FDHEDNKLVJY9,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55660,,JARC,,,Reduced Asset Reporter,Asset,Corporation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,30301 Northwestern Hwy Ste 100,,,Farmington Hills,MI,48334,3277,5,www.jarc.org,,R1QLJ9NKEMM9,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55661,,Freedom Work Opportunities,,,Reduced Asset Reporter,Asset,Corporation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,900 Middle Rd.,,,Highland,MI,48357,,5,www.freedomwork.org,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55662,,Family Living Center,,,Reduced Asset Reporter,Asset,Corporation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,132 Franklin Blvd.,Suite 101,,Pontiac,MI,48341,,5,www.familylivingcenter.org,,,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55663,,Meals on Wheels - Cincinnati,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,2091 Radcliff Drive,,,Cincinnati,OH,45204,,5,https://www.muchmorethanameal.org,,,,,,,,,,,,, -   ,,,Tier II,,,
5R02,55664,,Shelby Senior Services ,,ShelbyGo Public Transit ,Rural Reporter,Rural,Corporation,5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,2120 Intelliplex Dr,STE 101,,Shelbyville,IN,46176,8006,5,https://shelbyseniorservices.org/shelby-go/,1189,WLHCRPG2PCW7,,,,,,,,, 4 ,, 4 , -   , -   ,Tier II,,,
5R02,55665,,Brown County YMCA,,ACCESS Brown County Public Transit ,Rural Reporter,Rural,Corporation,5R02,Indiana Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,105 Willow St,,,Nashville,IN,47448,7913,5,https://browncountyymca.org/access-brown-county/,1189,CVKZCUKNQYG9,,,,,,,,, 3 ,, 3 , -   , -   ,Tier II,,,
5R05,55666,,Buckeye Community Services,,,Reduced Asset Reporter,Asset,Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2022,4/30/2023,220 Morton St.,,,Jackson,OH,45640,,5,,,,,,,,,,,,,, -   ,,,Tier II,,,
,5R01,5R01,Illinois Department of Transportation,OIPI,Office of Intermodal Project Implementation,State Reporter,Rural,,,,,6/30/2022,10/31/2022,2300 S Dirksen Pkwy,,,Springfield,IL,62764,1,5,http://www.dot.il.gov/,1177,CHQWQ676QGB3,,,,,,,,,,, -   ,,,Tier II,102,93, $-   
,5R02,5R02,Indiana Department of Transportation,INDOT,,State Reporter,Rural,,,,,12/31/2022,4/30/2023,100 N Senate Ave,"100 Senate Avenue, Room N955",,Indianapolis,IN,46204,2273,5,http://www.in.gov/indot/,1189,JGG2ZJCXBMY3,,,,,,,,,,, -   ,,,Tier II,92,67," $297,755 "
,5R03,5R03,Michigan Department of Transportation,MDOT,,State Reporter,Rural,,,,,9/30/2022,1/31/2023,425 W Ottawa St,4TH FLOOR,30050,Lansing,MI,48933,1532,5,http://www.michigan.gov/mdot/,1207,NVZJM5MJ2MB6,,,,,,,,,,, -   ,,,Tier II,83,74," $1,200,000 "
,5R04,5R04,Minnesota Department of Transportation ,MnDOT,,State Reporter,Rural,,,,,6/30/2022,10/31/2022,395 John Ireland Blvd,395 John Ireland Boulevard,,Saint Paul,MN,55155,1800,5,http://www.dot.state.mn.us/,2039,JL4EX4R4A647,,,,,,,,,,, -   ,,,Tier II,87,86," $2,922,291 "
,5R05,5R05,Ohio Department of Transportation,ODOT,,State Reporter,Rural,,,,,12/31/2022,4/30/2023,1980 W Broad St,FL 4,,Columbus,OH,43223,1102,5,http://www.dot.state.oh.us/,1225,ERAMRH53K2Y7,,,,,,,,,,, -   ,,,Tier II,88,46," $1,256,068 "
,5R06,5R06,Wisconsin Department of Transportation,WisDOT,,State Reporter,Rural,,,,,6/30/2022,10/31/2022,4822 Madison Yards Way,"4822 Madison Yards Way, 6th Floor South",7913,Madison,WI,53705,9100,5,www.dot.wisconsin.gov,1245,CBE4JHP1S8H7,,,,,,,,,,, -   ,,,Tier II,72,60," $396,386 "
,60001,6001,City of Amarillo,ACT,Amarillo City Transit,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,601 S Buchanan St,,1971,Amarillo,TX,79101,2517,6,https://amarillo.gov/departments/community-services/transit,1530,NV4JC28TLJL6, 74 ," 200,393 ",1927,"Amarillo, TX",," 205,860 "," 2,451 ", 84 , 22 ,, 22 ,,,Tier II,,,
,60002,6T02,Chickasaw Nation,,,Reduced Reporter,Tribe,Tribe,,,,9/30/2022,1/31/2023,520 Arlington St,,,Ada,OK,74820,2204,6,http://www.chickasaw.net/,5490,KS8HLVMJEMW9,,,40,Oklahoma Non-UZA,"Chickasaw OTSA, OK"," 1,994,607 ", -   , -   , 34 ,, 34 ,,,Tier II,,,
,60003,6T03,Choctaw Nation of Oklahoma,,,Reduced Reporter,Tribe,Tribe,,,,9/30/2022,1/31/2023,1802 Chukka Hina,,146,Durant,OK,74701,7117,6,http://cntransit.cnhsa.com,6705,GNZLNKLREX72,,,40,Oklahoma Non-UZA,"Choctaw OTSA, OK"," 1,994,607 ", -   , -   , 34 ,, 34 ,,,Tier II,,,
,60004,6T04,Citizen Potawatomi Nation,CPN,,Reduced Reporter,Tribe,Tribe,,,,9/30/2022,1/31/2023,1601 Gordon Cooper Dr,,,Shawnee,OK,74801,9002,6,http://www.potawatomi.org/,6715,NMFYBB8HBGC1,,,40,Oklahoma Non-UZA,"Citizen Potawatomi Nation-Absentee Shawnee OTSA, OK"," 1,994,607 ", -   , -   , 7 ,, 7 ,,,Tier II,,,
,60005,6T05,Comanche Nation,,Comanche Nation Transit,Reduced Reporter,Tribe,Tribe,,,,9/30/2022,1/31/2023,584 Nw Bingo Rd,,908,Lawton,OK,73507,1214,6,:https://comanchenation.com/departments/family-services/transit,6904,YKM4BJKJJTE5,,,40,Oklahoma Non-UZA,"Kiowa-Comanche-Apache-Fort Sill Apache OTSA, OK; Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA, OK"," 1,994,607 ", -   , -   , 12 ,, 12 ,,,Tier II,,,
,60006,6006,City of El Paso,Mass Transit Department,Sun Metro,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,8/31/2022,1/31/2023,300 N Campbell St,,,El Paso,TX,79901,1402,6,http://www.sunmetro.net,1539,KLZGKXNFVTL4, 234 ," 772,374 ",27253,"El Paso, TX--NM",," 854,584 "," 3,340 ", 256 , 106 , 61 , 167 ,,,Tier I (Rail),,,
,60007,6007,Fort Worth Transportation Authority,FWTA,Trinity Metro,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,9/30/2022,1/31/2023,1600 E. Lancaster Ave,,,Fort Worth,TX,76102,6720,6,https://ridetrinitymetro.org/,1540,T4EWRHA18AG7, 350 ," 879,939 ",22042,"Dallas--Fort Worth--Arlington, TX",," 5,732,354 "," 3,281 "," 1,747 ", 152 , 240 , 392 ,,,Tier I (Rail),,,
,60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Metro,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,9/30/2022,1/31/2023,1900 Main St,,61429,Houston,TX,77002,8130,6,http://www.ridemetro.org/,1547,CDEZZSTCZTR5," 1,309 "," 3,757,692 ",40429,"Houston, TX",," 5,853,575 "," 3,340 "," 1,753 ", 805 , 523 ," 1,328 ",,,Tier I (Rail),,,
,60009,6009,"Laredo Transit Management, Inc.",El Metro,El Metro,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,1110 Houston St,"3rd Floor, West",,Laredo,TX,78040,8019,6,http://www.elmetrotransit.com,2069,Y5MTUNLGB2P5, 59 ," 254,042 ",47854,"Laredo, TX",," 251,462 "," 3,917 ", 64 , 44 ,, 44 ,,,Tier II,,,
,60010,6010,City of Lubbock,Citibus,CITIBUS,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,801 Texas Ave,,2000,Lubbock,TX,79401,2723,6,http://www.citibus.com/,1993,PL9MK2LEAYW7, 50 ," 192,574 ",51877,"Lubbock, TX",," 272,280 "," 2,562 ", 106 , 85 ,, 85 ,,,Tier II,,,
,60011,6011,VIA Metropolitan Transit,VIA,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,9/30/2022,1/31/2023,800 W Myrtle St,,12489,San Antonio,TX,78212,4233,6,http://www.viainfo.net/,1937,J4E6A41QHJK9," 1,210 "," 1,917,581 ",78580,"San Antonio, TX",," 1,992,689 "," 3,248 ", 613 , 593 , 280 , 873 ,,,Tier I (Fixed Route VOMS),,,
,60012,6012,City of Waco,WTS,"Waco Transit System, Inc.",Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,300 Austin Ave,,,Waco,TX,76701,2209,6,http://www.waco-texas.com/,1558,Q7GMNFJ36BZ3, 99 ," 198,361 ",91027,"Waco, TX",," 192,844 "," 2,146 ", 90 , 31 ,, 31 ,,,Tier II,,,
,60013,6013,City of Port Arthur ,PAT,,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,444 4Th St,,1089,Port Arthur,TX,77640,6450,6,https://www.portarthurtx.gov/201/Transit-Department,1553,EMVNEFYW2KN4, 39 ," 57,755 ",70993,"Port Arthur, TX",," 116,819 "," 1,758 ", 66 , 10 ,, 10 ,,,Tier II,,,
,60014,6014,City of Brownsville ,BMetro,Brownsville Metro,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,1001 E Elizabeth St Ste 234,,,Brownsville,TX,78520,5156,6,http://btxmetro.com,1591,DCJTF4NGTW78, 164 ," 181,860 ",10972,"Brownsville, TX",," 216,444 "," 3,485 ", 62 , 24 ,, 24 ,,,Tier II,,,
,60015,6015,City of Galveston ,I T,City of Galveston Island Transit,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,3115 Market St,,,Galveston,TX,77550,1315,6,galvestontx.gov/393/Transportation,1543,HKTBULBLPQM5, 32 ," 50,307 ",32491,"Galveston--Texas City, TX",," 191,863 "," 1,761 ", 109 , 8 , 5 , 13 ,,,Tier I (Rail),,,
,60016,6016,City of Beaumont,BMT,Beaumont Municipal Transit System,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,801 Main St,,,Beaumont,TX,77701,3548,6,http://www.beaumonttransit.com/,2067,JELUBU1G59Z9, 41 ," 82,731 ",6058,"Beaumont, TX",," 146,649 "," 1,526 ", 96 ,, 18 , 18 ,,,Tier II,,,
,60017,6017,Central Oklahoma Transportation and Parking Authority,COTPA,EMBARK,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,2000 S May Ave,,,Oklahoma City,OK,73108,4446,6,http://embarkok.com,1525,PNYGLKYK9M78, 283 ," 783,134 ",65080,"Oklahoma City, OK",," 982,276 "," 2,329 ", 422 , 66 , 6 , 72 ,,,Tier I (Rail),,,
,60018,6018,Metropolitan Tulsa Transit Authority,MTTA,,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,510 S Rockford Ave,,,Tulsa,OK,74120,4016,6,http://www.tulsatransit.org/,1527,CRFGKAN6YNU3, 251 ," 504,533 ",88948,"Tulsa, OK",," 722,810 "," 2,136 ", 338 , 41 , 37 , 78 ,,,Tier II,,,
,60019,6019,City of Albuquerque,,ABQRIDE,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,100 1St St Sw,,,Albuquerque,NM,87102,3412,6,http://www.cabq.gov/transit,1523,LPMBLHYVB9J7, 235 ," 661,629 ",1171,"Albuquerque, NM",," 769,837 "," 2,926 ", 263 , 154 ,, 154 ,,,Tier II,,,
,60022,6022,Capital Area Transit System,CATS,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,12/31/2022,4/30/2023,2250 Florida Blvd,,,Baton Rouge,LA,70802,3125,6,http://www.brcats.com/,6106,RYCMSEL1FCS3, 211 ," 367,124 ",5680,"Baton Rouge, LA",," 631,326 "," 1,593 ", 396 , 44 , 22 , 66 ,,,Tier II,,,
,60023,6023,City of Lake Charles,LCTS,Lake Charles Transit System,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,326 Pujo St,,900,Lake Charles,LA,70601,4269,6,http://www.cityoflakecharles.com/transit,1512,E81LM268KAK3, 43 ," 73,474 ",46531,"Lake Charles, LA",," 162,501 "," 1,272 ", 128 , 7 ,, 7 ,,,Tier II,,,
,60024,6024,City of Shreveport,SporTran,Shreveport Area Transit System,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,12/31/2022,4/30/2023,1115 Jack Wells Blvd,,7314,Shreveport,LA,71107,6613,6,http://www.sportran.org/,1994,F4F3B64JTAL3, 61 ," 275,213 ",81739,"Shreveport, LA",," 288,052 "," 1,593 ", 181 , 53 ,, 53 ,,,Tier II,,,
,60025,6025,City of Alexandria,Atrans,,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,4/30/2022,10/31/2022,2021 Industrial Park Rd,,,Alexandria,LA,71303,4567,6,https://www.cityofalexandriala.com/bus-transit-atrans,1508,LLE1Z27A9S69, 28 ," 59,659 ",1279,"Alexandria, LA",," 78,305 "," 1,210 ", 65 , 9 ,, 9 ,,,Tier II,,,
,60026,6026,City of Monroe ,MTS,Monroe Transit System,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,4/30/2022,10/31/2022,400 Lea Joyner Memorial Expy,,,Monroe,LA,71201,7509,6,https://monroela.us/government/departments-divisions/transit,1513,DDCPKHUG8KU5, 31 ," 47,906 ",58330,"Monroe, LA",," 119,964 "," 1,319 ", 91 , 12 ,, 12 ,,,Tier II,,,
,60032,6032,New Orleans Regional Transit Authority,NORTA,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,12/31/2022,4/30/2023,2817 Canal St,,,New Orleans,LA,70119,6301,6,http://www.norta.com/,1519,R71BUMMQRKZ4, 75 ," 390,144 ",62677,"New Orleans, LA",," 963,212 "," 3,568 ", 270 , 158 , 3 , 161 ,,,Tier I (Rail),,,
,60033,6033,Rock Region Metropolitan Transit Authority,Metro,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,12/31/2022,4/30/2023,901 Maple St,,,North Little Rock,AR,72114,4647,6,http://rrmetro.org,1506,Z58SBNNESS46, 109 ," 202,333 ",50392,"Little Rock, AR",," 461,864 "," 1,725 ", 268 , 64 , 19 , 83 ,,,Tier I (Rail),,,
,60034,6034,City of Pine Bluff,PBT,Pine Bluff Transit,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,12/31/2022,4/30/2023,2300 E Harding Ave,,,Pine Bluff,AR,71601,6838,6,http://www.cityofpinebluff.com,1507,C37MMK3AMMM5, 31 ," 41,253 ",5,Arkansas Non-UZA,," 1,787,552 ", -   , -   , 7 ,, 7 ,,,Tier II,,,
,60035,6035,City of Wichita Falls ,,Falls RIde,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,1300 Seventh Street,,,Wichita Falls,TX,76301,2305,6,http://www.wichitafallstx.gov/339/Falls-Ride---Public-Transportation,1560,R737LBFW8T13, 71 ," 104,553 ",95104,"Wichita Falls, TX",," 97,039 "," 1,911 ", 51 , 10 ,, 10 ,,,Tier II,,,
,60038,6038,Lafayette City-Parish Consolidated Government,LTS,Lafayette Transit System,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,10/31/2022,4/30/2023,705 W University Ave,,4017,Lafayette,LA,70506,3543,6,http://www.rideLTS.com,1871,YNYLNKW7THY5, 49 ," 241,753 ",46045,"Lafayette, LA",," 227,316 "," 1,410 ", 161 , 11 , 8 , 19 ,,,Tier II,,,
,60040,6040,City of Abilene ,CityLink,CityLink Transit,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,555 Walnut St,,,Abilene,TX,79601,5254,6,http://www.abilenetx.gov/citylink,1528,VXVLM73M8PA7, 110 ," 120,099 ",280,"Abilene, TX",," 118,138 "," 1,906 ", 62 , 26 , 2 , 28 ,,,Tier II,,,
,60041,6041,City of Arlington,ADOT,Arlington Transportation,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,101 E Abram St,,90231,Arlington,TX,76010,1102,6,http://www.arlingtontx.gov/transportation,1531,SAYUGHQHSXB1, 199 ," 400,032 ",22042,"Dallas--Fort Worth--Arlington, TX",," 5,732,354 "," 3,281 "," 1,747 ", 11 , 95 , 106 ,,,Tier II,,,
,60048,6048,Capital Metropolitan Transportation Authority,CMTA,Capital Metro,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,9/30/2022,1/31/2023,2910 E 5Th St,,,Austin,TX,78702,4817,6,http://www.capmetro.org/,5143,WPJ4CDV7G9J4, 542 ," 1,330,916 ",4384,"Austin, TX",," 1,809,888 "," 2,921 ", 620 ,, 629 , 629 ,,,Tier I (Rail),,,
,60049,6049,City of Las Cruces NM,RoadRUNNER Transit,RoadRUNNER Transit,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,700 N Main St,,20000,Las Cruces,NM,88001,1120,6,http://roadrunner.las-cruces.org,1580,J3ZLWA2K1X47, 55 ," 116,610 ",47935,"Las Cruces, NM",," 139,338 "," 2,161 ", 64 , 27 ,, 27 ,,,Tier II,,,
,60051,6051,Corpus Christi Regional Transportation Authority,CCRTA,The B,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,12/31/2022,4/30/2023,5658 Bear Ln,,,Corpus Christi,TX,78405,4406,6,http://www.ccrta.org/,1535,VBHHYBP7A7R4, 846 ," 350,372 ",20287,"Corpus Christi, TX",," 339,066 "," 2,623 ", 129 , 42 , 75 , 117 ,,,Tier II,,,
,60056,6056,Dallas Area Rapid Transit,DART,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,9/30/2022,1/31/2023,1401 Pacific Ave,,,Dallas,TX,75202,2732,6,http://www.dart.org/,5271,KC7WDMLHYRL3, 698 ," 2,530,800 ",22042,"Dallas--Fort Worth--Arlington, TX",," 5,732,354 "," 3,281 "," 1,747 ", 544 , 256 , 800 ,,,Tier I (Rail),,,
,60058,6058,St. Bernard Parish,SBURT,St. Bernard Transit ,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,12/31/2022,4/30/2023,8201 W Judge Perez Dr,,,Chalmette,LA,70043,1744,6,http://www.sbpg.net/178/transit,1521,KUPNNK7HM4R8, 24 ," 43,764 ",62677,"New Orleans, LA",," 963,212 "," 3,568 ", 270 , 2 ,, 2 ,,,Tier II,,,
,60059,6059,Brazos Transit District,BTD,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,9/30/2022,1/31/2023,2117 Nuches Ln,,,Bryan,TX,77803,1986,6,http://www.btd.org/,5319,JLDWNNCYB2P6, 74 ," 132,500 ",18748,"College Station--Bryan, TX",," 206,137 "," 2,525 ", 82 , 65 ,, 65 ,,,Tier II,,,
,60062,6062,"University of Arkansas, Fayetteville",Razorback Transit,,Reduced Reporter,Urban,University,,,,6/30/2022,10/31/2022,155 Razorback Road Adsb 131,ADSB 131,,Fayetteville,AR,72701,4821,6,https://parking.uark.edu/transit-services/transit-operations/maps-and-schedules.php,6276,NR38GXWJXMD3, 18 ," 93,949 ",29494,"Fayetteville--Springdale--Rogers, AR--MO",," 373,687 "," 1,885 ", 198 , 23 ,, 23 ,,,Tier II,,,
,60068,6068,City of Grand Prairie ,Grand Connection,Grand Connection,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,300 W Main St,1821 S. Highway 161,534045,Grand Prairie,TX,75050,5621,6,https://www.gptx.org/city-government/city-departments/transportation-services/transit,5154,QZLGDCCP1DW7, 81 ," 196,100 ",22042,"Dallas--Fort Worth--Arlington, TX",," 5,732,354 "," 3,281 "," 1,747 ", 8 ,, 8 ,,,Tier II,,,
,60070,6070,City of Mesquite,,,Separate Service,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,1515 N Galloway Ave,,850137,Mesquite,TX,75149,2359,6,https://www.cityofmesquite.com/198/COMPASS---City-of-Mesquite-Passenger-Shu,1551,CQDHJ5L3EMJ5,,,,,,,,,,, -   ,,,Tier II,,,
,60072,6072,Ozark Regional Transit,ORT,,Reduced Reporter,Urban,Public Agency or Authority of Transit Service,,,,12/31/2022,4/30/2023,2423 E Robinson Ave,,785,Springdale,AR,72764,309,6,http://www.ozark.org/,6263,KHKZJH3VK1C1," 3,253 "," 467,570 ",29494,"Fayetteville--Springdale--Rogers, AR--MO",," 373,687 "," 1,885 ", 198 , 19 ,, 19 ,,,Tier II,,,
,60077,6077,City of Santa Fe,SFT,Santa Fe Trails,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,,,,,NM,,,6,www.takethetrails.com,2066,MUUFWRSZENW8, 41 ," 85,627 ",79363,"Santa Fe, NM",," 94,241 "," 2,014 ", 47 , 29 ,, 29 ,,,Tier II,,,
,60080,6080,Terrebonne Parish Consolidated Government,GET,Good Earth Transit,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,12/31/2022,4/30/2023,4800 Highway 311,,6097,Houma,LA,70360,2871,6,http://www.tpcg.org/transit,6043,X6CFK7JK1NT3, 57 ," 82,803 ",40375,"Houma, LA",," 145,482 "," 1,533 ", 95 , 10 ,, 10 ,,,Tier II,,,
,60081,6081,City of Longview,COLT,City of Longview Transit,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,300 W Cotton St,Suite 200,,Longview,TX,75601,6222,6,http://www.longviewtransit.com/,5029,CSHZNNMNQ259, 44 ," 80,445 ",51256,"Longview, TX",," 107,099 "," 1,187 ", 90 , 8 ,, 8 ,,,Tier II,,,
,60082,6082,The Gulf Coast Center,Connect Transit,,Building Reporter,Urban,Public Agency or Authority of Transit Service,,,,8/31/2022,1/31/2023,4444 W Main St,,,League City,TX,77573,1737,6,https://gulfcoastcenter.org/connect-transit/,5689,GKXKJ2L9BK76," 1,414 "," 290,750 ",,,,,,,,, -   ,,,Tier II,,,
